_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
1065,4152980,2017,1959,2023,PRIVATE,04,Parkdale-High Park,87 JAMESON AVE,9,91,2023-08-04,90,90,0,43,3,3,2,2,3,2,2,3,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,2,3,3,2,3,3,2, 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0437,43.634808178,-79.434763919,310047.976,4832543.088
1066,4152994,2017,1959,2023,PRIVATE,04,Parkdale-High Park,90 JAMESON AVE,7,61,2023-10-18,87,87,0,41,3,3,3,N/A,2,1,1,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,2,3,3,3,N/A,3,2,3,3,3,3,2,3,1,3,3,1,3,3,1,3,S0437,43.634373643,-79.435343202,310001.272,4832494.781
1067,4152981,2017,1967,2023,PRIVATE,04,Parkdale-High Park,91 JAMESON AVE,11,76,2023-08-08,95,95,0,41,3,3,3,N/A,3,3,3,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,2,3,3,3,N/A,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,S0437,43.635115128,-79.434882093,310038.415,4832577.18
1068,4152982,2018,1956,2023,PRIVATE,04,Parkdale-High Park,95 JAMESON AVE,9,66,2023-10-04,87,87,0,43,3,3,2,2,1,1,3,3,3,2,N/A,N/A,3,3,3,2,1,N/A,3,3,3,N/A,N/A,2,2,N/A,3,3,3,1,3,3,3,N/A,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S0437,43.635394732,-79.434902995,310036.705,4832608.24
1069,4152993,2017,1977,2023,PRIVATE,04,Parkdale-High Park,96 JAMESON AVE,6,72,2023-08-29,91,91,0,40,3,3,N/A,N/A,3,2,2,3,N/A,2,N/A,N/A,3,3,2,3,3,3,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,N/A,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S0437,43.634755045,-79.435435459,309993.796,4832537.146
1070,4152992,2018,1960,2023,PRIVATE,04,Parkdale-High Park,100 JAMESON AVE,10,80,2023-07-24,89,89,0,42,3,3,2,2,3,2,2,3,2,2,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,2,3,N/A,3,3,2,3,3,2,3,N/A,3,3,3,3,3,3,3,3,2,2,2,3,3, 2,3,3,S0437,43.63511061,-79.435653216,309976.196,4832576.633
1071,4152991,,1960,2023,PRIVATE,04,Parkdale-High Park,110 JAMESON AVE,7,91,2023-09-02,87,87,0,41,3,3,3,N/A,3,2,3,3,2,3,N/A,N/A,3,3,3,3,0,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,S0437,43.635459046,-79.435749561,309968.393,4832615.335
1072,4152990,,1960,2023,PRIVATE,04,Parkdale-High Park,120 JAMESON AVE,7,90,2023-10-23,74,74,0,41,2,3,2,N/A,2,1,2,2,2,3,N/A,N/A,2,1,2,3,2,N/A,3,3,N/A,N/A,N/A,1,3,N/A,3,3,3,1,3,3,3,N/A,3,3,3,1,3,3,2,3,1,1,1,1,1,1,1,1,S0437,43.635845468,-79.435931917,309953.647,4832658.252
1073,4152984,2017,1955,2023,PRIVATE,04,Parkdale-High Park,125 JAMESON AVE,7,67,2023-07-17,88,88,0,39,3,2,2,N/A,N/A,2,2,3,2,2,N/A,N/A,3,3,3,2,3,N/A,2,3,2,N/A,N/A,2,3,N/A,3,3,3,2,3,N/A,N/A,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0437,43.636155565,-79.435158153,310016.053,4832692.746
1074,4152988,2017,1955,2023,PRIVATE,04,Parkdale-High Park,140 JAMESON AVE,4,23,2023-08-29,90,90,0,40,3,3,N/A,3,3,2,2,3,2,2,3,N/A,3,3,2,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S0437,43.636668486,-79.436114356,309938.858,4832749.67
1075,4152985,2017,1960,2023,PRIVATE,04,Parkdale-High Park,145 JAMESON AVE,9,80,2023-08-30,92,92,0,43,3,3,2,N/A,3,3,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,3,N/A,3,3,2,2,3,3,3,3,2,2,3,1,3, 2,3,3,3,3,3,3,3,3,3,3,S0437,43.636950344,-79.43560797,309979.692,4832781.011
1076,4152987,2017,1956,2023,PRIVATE,04,Parkdale-High Park,146 JAMESON AVE,4,28,2023-08-29,88,88,0,38,3,3,N/A,N/A,3,2,2,3, 2,2,N/A,N/A,3,3,2,3,3, N/A,3,3,N/A,N/A,N/A,2,3,N/A, N/A, N/A,3,3,3, 2,3,N/A,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S0437,43.636923954,-79.436212784,309930.895,4832778.044
1077,4153032,2018,1965,2023,PRIVATE,04,Parkdale-High Park,165 JAMESON AVE,7,82,2023-08-11,93,93,0,42,3,3,3,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,1,2,N/A,N/A,N/A, 1,3,N/A,3,3,2, 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0436,43.6379977398,-79.4358904855,309957.073,4832896.397
1078,4153018,2017,1960,2023,PRIVATE,04,Parkdale-High Park,170 JAMESON AVE,11,86,2023-07-26,97,97,0,41,3,3,2,N/A,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,S0436,43.6382736068,-79.4368190607,309882.13,4832926.99
1079,4153025,2018,1965,2023,PRIVATE,04,Parkdale-High Park,182 JAMESON AVE,11,82,2023-09-20,72,72,0,42,3,3,1,N/A,3,2,3,3,1,3,N/A,N/A,3,1,2,2,2,N/A,3,3,1,N/A,N/A,0,3,N/A,3,1,2,2,3,2,3,N/A,1,2,3,3,3,1,1,1,1,3,3,1,1,1,1,1,S0436,43.6389025378,-79.4370268337,309865.315,4832996.847
1080,4153029,2017,1962,2023,PRIVATE,04,Parkdale-High Park,200 JAMESON AVE,12,100,2023-09-06,91,91,0,44,3,3,2,N/A,2,3,3,3,2,2,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,N/A,2,3,3,3,3,3,2,3,3,3,3,3,2,3,1,3,2,3,3,3,3,3,1,3,3,3,3,S0436,43.639820653,-79.4374576953,309830.477,4833098.817
1081,4168808,2017,1955,2023,PRIVATE,04,Parkdale-High Park,23 JANE ST,3,18,2023-07-04,85,85,0,37,3,3,3,N/A,3,2,N/A,3,3,2,N/A,N/A,3,3,3,2,3,N/A,1,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3, 2,2,3,3,3,2,1,1,3,1,1,3,2,S0426,43.6500799543,-79.484335634,306048.009,4834236.904
1082,4152919,2017,1910,2023,PRIVATE,04,Parkdale-High Park,29 JANE ST,3,18,2023-09-21,89,89,0,38,3,3,3,N/A,3,3,N/A,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,2,2,3,3,N/A,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,S0426,43.6502220463,-79.4843917868,306043.476,4834252.689
1083,4152922,2017,1960,2023,PRIVATE,04,Parkdale-High Park,392 JANE ST,6,32,2023-08-03,89,89,0,44,3,3,3,N/A,3,2,2,2,3,2,N/A,N/A,3,3,3,3,2,3,3,3,N/A,N/A,N/A,2,3,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,S0426,43.6580102067,-79.4883644142,305722.865,4835117.844
1084,4155206,2017,1958,2023,PRIVATE,04,Parkdale-High Park,596 JANE ST,3,17,2023-07-26,97,97,0,38,3,3,3,N/A,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,2,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,S0421,43.6645208541,-79.4910119688,305509.219,4835841.102
1085,4155198,2017,1960,2023,PRIVATE,05,York South-Weston,898 JANE ST,8,63,2023-07-27,98,98,0,43,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,W0534,43.6776538886,-79.4967269194,305048.27,4837300.091
1086,4155199,2017,1968,2023,PRIVATE,05,York South-Weston,900 JANE ST,5,40,2023-08-16,89,89,0,42,3,3,3,3,3,2,3,2,3,2,N/A,N/A,3,3,2,3,3,N/A,3,3,N/A,N/A,N/A,2,2,N/A,3,3,2,2,3,2,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,W0534,43.6782330421,-79.4969313119,305031.787,4837364.433
1087,4155621,2017,1967,2023,TCHC,05,York South-Weston,1570 JANE ST,6,76,2023-08-03,93,93,0,43,3,3,2,N/A,3,3,3,3,1,3,N/A,N/A,3,3,2,3,2,N/A,N/A,2,N/A,N/A,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,W0527,43.6990884103,-79.5033968088,304510.668,4839681.395
1088,4154325,2017,1958,2023,PRIVATE,05,York South-Weston,1605 JANE ST,3,28,2023-07-20,96,96,0,39,3,3,3,N/A,3,2,3,3,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0528,43.700297074,-79.5025588448,304578.221,4839815.666
1089,4154331,2017,1960,2023,PRIVATE,05,York South-Weston,1795 JANE ST,10,105,2023-08-03,88,88,0,43,3,3,2,N/A,3,3,3,3,3,2,N/A,N/A,3,3,2,3,2,N/A,2,2,2,N/A,N/A,2,3,3,3,2,2,3,3,3,N/A,2,2,3,3,3,2,3,3,3,3,3,3,1,3,1,1,3,W0528,43.7066838334,-79.5040013996,304461.998,4840525.194
1090,4155140,2017,1960,2023,PRIVATE,05,York South-Weston,1848 JANE ST,3,21,2023-08-03,79,79,0,37,3,3,2,N/A,3,3,1,3,3,2,N/A,N/A,3,3,2,2,1,N/A,2,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,2,N/A,N/A,N/A,1,1,3,1,2,2,3,3,2,3,3,3,3,3,3,3,W0525,43.707964508,-79.50552763,304338.744,4840668.422
1091,4154401,2017,1950,2023,PRIVATE,06,York Centre,2217 JANE ST,3,12,2023-06-27,80,80,0,38,3,3,3,2,3,2,N/A,2,2,2,N/A,N/A,3,3,3,3,2,N/A,2,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,2,3,N/A,3,N/A,3,2,3,1,3,3,3,3,2,3,1,1,3,1,1,1,N0627,43.7233585034,-79.508865507,304070.225,4842377.656
1092,4154428,2017,1965,2023,PRIVATE,06,York Centre,2251 JANE ST,3,11,2023-08-04,98,98,0,38,3,3,N/A,3,3,2,N/A,3,3,3,N/A,3,3,3,3,3,3,N/A,2,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0627,43.7254545938,-79.5093332318,304032.575,4842610.516
1093,4154429,2017,1965,2023,PRIVATE,06,York Centre,2253 JANE ST,3,11,2023-08-04,98,98,0,38,3,3,N/A,3,3,2,N/A,3,3,3,N/A,3,3,3,3,3,3,N/A,2,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0627,43.7256526155,-79.5093932499,304027.743,4842632.515
1094,4154431,2017,1965,2023,PRIVATE,06,York Centre,2257 JANE ST,3,11,2023-08-04,98,98,0,37,3,3,N/A,N/A,3,2,N/A,3,3,3,N/A,3,3,3,3,3,3,N/A,2,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0627,43.7260982745,-79.5095108291,304018.278,4842682.025
1095,4154435,2017,1968,2023,PRIVATE,06,York Centre,2415 JANE ST,20,158,2023-09-18,94,94,0,42,3,3,2,N/A,3,2,2,2,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,N/A,3,3,N/A,3,3,3,3,3,3,N/A,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,N0627,43.730739234,-79.5101143614,303969.752,4843197.602
1096,4154224,2017,1960,2023,PRIVATE,07,Humber River-Black Creek,2600 JANE ST,13,115,2023-10-20,90,90,0,45,3,3,2,3,3,2,3,3,2,3,N/A,N/A,3,3,3,3,2,N/A,3,2,2,N/A,N/A,2,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,1,3,3,1,3,3,W0729,43.7405750446,-79.5143347224,303629.973,4844290.36
1097,4154238,2017,1968,2023,PRIVATE,07,Humber River-Black Creek,2755 JANE ST,12,118,2023-10-19,89,89,0,45,3,3,2,2,3,2,3,2,2,3,N/A,N/A,3,3,3,3,3,N/A,3,2,2,N/A,N/A,2,2,2,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,2,3,3,W0730,43.7476852259,-79.5146324564,303606.137,4845080.285
1098,4154229,2017,1968,2023,PRIVATE,07,Humber River-Black Creek,2770 JANE ST,4,144,2023-10-13,86,86,0,45,3,3,2,2,3,2,2,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,2,2,N/A,N/A,2,3,2,3,3,3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,2,3,3,W0729,43.7474006174,-79.5159466744,303500.287,4845048.686
1099,4154230,2017,1971,2023,PRIVATE,07,Humber River-Black Creek,2850 JANE ST,13,156,2023-10-05,79,79,0,45,3,2,3,2,3,2,2,2,2,2,N/A,N/A,3,3,2,3,2,N/A,2,2,2,N/A,N/A,1,1,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,3,2,3,3,2,0,2,3,3,W0729,43.750094613,-79.516913628,303422.212,4845348.952
1100,4155617,2017,1971,2023,TCHC,07,Humber River-Black Creek,2999 JANE ST,15,188,2023-08-21,81,81,0,47,3,1,1,3,3,3,2,2,3,2,2,N/A,3,3,2,2,3,N/A,3,2,1,N/A,2,2,3,3,3,3,1,2,1,2,3,3,2,2,1,3,3,3,2,3,3,3,3,3,3,1,3,3,W0730,43.7543465007,-79.5161715175,303482.324,4845820.354
1101,4156494,2017,1974,2023,PRIVATE,07,Humber River-Black Creek,4750 JANE ST,15,131,2023-09-18,92,92,0,45,3,2,3,3,3,2,2,3,3,3,N/A,N/A,3,3,2,3,3,N/A,2,3,N/A,N/A,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,1,3,3,3,3,3,3,3,3,3,W0724,43.770560291,-79.521405658,303087.391,4847612.653
1102,4154268,2017,1975,2023,PRIVATE,07,Humber River-Black Creek,5000 JANE ST,13,291,2023-10-28,74,74,0,44,3,2,N/A,2,3,1,1,2,2,2,N/A,N/A,3,3,2,2,2,N/A,3,2,1,N/A,N/A,2,3,2,3,1,1,2,3,2,1,2,2,2,3,3,2,2,1,2,3,3,3,2,3,3,3,3,W0724,43.773718226,-79.522486744,303046.894,4847929.838
1103,4155426,2017,1967,2023,PRIVATE,01,Etobicoke North,15 JANSUSIE RD,3,45,2023-07-12,85,85,0,39,3,2,3,N/A,N/A,2,2,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,1,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,2,3,N/A,2,2,3,3,2,3,3,3,3,1,1,1,1,3,1,3,W0129,43.729325196,-79.57582247,298619.876,4843140.267
1104,4155428,2017,1963,2023,PRIVATE,01,Etobicoke North,35 JANSUSIE RD,3,45,2023-07-12,82,82,0,40,3,2,3,N/A,N/A,2,2,3,3,3,3,N/A,3,3,2,3,3,N/A,3,3,1,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,2,3,N/A,2,2,3,1,2,3,3,3,3,1,1,1,1,3,1,3,W0129,43.73108456,-79.576700252,298674.512,4842987.092
1105,4156034,2017,1994,2023,TCHC,13,Toronto Centre,261 JARVIS ST,7,55,2023-08-24,86,86,0,42,3,3,N/A,N/A,2,2,N/A,3,N/A,2,N/A,N/A,3,3,3,3,3,N/A,3,2,2,N/A,3,1,3,2,3,2,2,2,3,2,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1328,43.6579290015,-79.3745956527,314899.288,4835116.244
1106,4153456,2017,1929,2023,PRIVATE,13,Toronto Centre,262 JARVIS ST,6,72,2023-09-15,86,86,0,38,3,2,3,3,N/A,2,N/A,3,2,2,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,3,2,2,3,3,N/A,3,N/A,3,3,3,1,2,3,3,3,2,1,3,1,3,1,1,3,S1328,43.6596564148,-79.3760533854,314781.426,4835308.004
1107,4250538,2017,1960,2023,PRIVATE,13,Toronto Centre,414 JARVIS ST,4,35,2023-09-15,80,80,0,38,3,3,2,2,N/A,2,3,3,2,2,N/A,N/A,3,3,3,2,2,N/A,3,3,3,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,2,2,1,2,3,3,3,2,1,1,1,1,1,1,1,S1326,43.664772523,-79.3781317195,314612.964,4835876.128
1108,4415696,2018,1928,2023,PRIVATE,13,Toronto Centre,432 JARVIS ST,3,26,2023-08-04,89,89,0,36,3,2,3,2,N/A,2,N/A,3,2,3,N/A,N/A,3,2,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,3,2,3,1,3,3,2,3,3,3,3,3,3,3,3,3,S1326,43.6652814395,-79.3783054982,314598.869,4835932.642
1109,4155859,2017,1960,2023,PRIVATE,13,Toronto Centre,433 JARVIS ST,9,143,2023-07-10,89,89,0,42,3,3,3,2,3,2,3,3,2,3,N/A,N/A,3,3,2,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,2,3,3,3,3,3,N/A,2,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,S1326,43.6639097135,-79.3766153717,314735.394,4835780.455
1110,4415827,2018,1928,2023,PRIVATE,13,Toronto Centre,438 JARVIS ST,3,30,2023-06-24,99,99,0,36,3,3,3,N/A,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1326,43.6654248364,-79.3783580132,314594.611,4835948.566
1111,4264285,2017,1900,2023,PRIVATE,13,Toronto Centre,561 JARVIS ST,3,28,2023-08-03,76,76,0,36,2,2,2,2,N/A,2,N/A,3,2,1,N/A,N/A,3,2,2,2,3,N/A,2,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,3,1,N/A,N/A,N/A,2,2,2,3,2,3,2,3,2,3,3,3,3,1,3,3,S1322,43.6683620869,-79.3786856506,314567.707,4836274.842
1112,4155188,2017,1954,2023,PRIVATE,05,York South-Weston,2 JASPER AVE,3,22,2023-08-24,91,91,0,35,3,3,N/A,N/A,N/A,3,2,3,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,2,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,W0535,43.6835075066,-79.4830125811,306153.977,4837950.505
1113,4155189,2017,1954,2023,PRIVATE,05,York South-Weston,5 A JASPER AVE,3,10,2023-10-25,17,17,0,46,3,2,2,N/A,N/A,2,1,2,2,2,N/A,N/A,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W0535,43.6833549123,-79.4823636932,306206.297,4837933.562
1114,4154249,2017,1966,2023,PRIVATE,07,Humber River-Black Creek,10 JAYZEL DR,7,90,2023-09-11,83,83,0,46,3,2,2,2,3,2,3,2,2,2,N/A,N/A,3,3,2,2,3,N/A,3,2,2,N/A,3,2,2,1,3,3,2,2,3,2,2,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,W0727,43.7493403661,-79.5494302616,300803.693,4845265.279
1115,4155151,2017,1940,2023,PRIVATE,05,York South-Weston,50 JOHN ST,3,14,2023-08-25,94,94,0,34,3,3,2,N/A,N/A,2,N/A,3,3,3,N/A,N/A,N/A,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0525,43.703370512,-79.516414059,303461.293,4840158.234
1116,4153401,2017,1979,2023,TCHC,10,Spadina-Fort York,168 JOHN ST,7,180,2023-10-17,91,91,0,43,3,3,N/A,N/A,3,2,2,2,3,3,N/A,N/A,3,3,3,3,3,2,3,3,N/A,N/A,3,2,3,2,3,3,2,2,3,3,N/A,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,S1024,43.650231675,-79.391500138,313520.724,4834252.341
1117,4155081,2017,1996,2023,SOCIAL HOUSING,05,York South-Weston,1500 KEELE ST,11,132,2023-07-23,87,87,0,43,3,3,3,2,3,2,N/A,3,2,2,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,2,3,3,2,3,3,2,2,3,2,2,3,3,2,3,2,3,2,2,3,3,3,2,3,3,W0536,43.6796722353,-79.4718686985,307133.338,4837529.733
1118,4155086,2017,1955,2023,PRIVATE,05,York South-Weston,1720 KEELE ST,4,47,2023-08-10,90,90,0,39,3,3,3,3,N/A,2,2,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,3,2,3,3,N/A,N/A,3,3,3,3,3,3,3,3,2,3,3,1,3,1,1,3,W0536,43.6852027007,-79.4736170741,306911.453,4838139.002
1119,4155108,2017,1957,2023,PRIVATE,05,York South-Weston,1960 KEELE ST,3,28,2023-08-10,92,92,0,39,3,2,3,3,N/A,3,N/A,3,2,2,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,1,3,N/A,3,3,3,3,3,3,N/A,N/A,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0532,43.696215068,-79.475727208,306740.752,4839363.327
1120,4155107,2017,1960,2023,PRIVATE,05,York South-Weston,1970 KEELE ST,4,45,2023-08-10,95,95,0,42,3,3,3,3,3,3,3,3,3,2,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,1,3,N/A,3,3,2,3,3,3,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0532,43.696598977,-79.475898952,306726.898,4839405.973
1121,4154279,2017,1959,2023,PRIVATE,05,York South-Weston,2050 KEELE ST,9,187,2023-07-23,82,82,0,47,3,2,2,2,3,2,2,2,2,2,2,N/A,3,2,2,3,3,N/A,3,2,1,3,N/A,2,3,2,3,3,2,2,2,3,2,3,2,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,W0529,43.6979738679,-79.4763948236,306687.153,4839557.752
1122,4154300,2017,1957,2023,PRIVATE,05,York South-Weston,2370 KEELE ST,4,46,2023-07-26,78,78,0,38,3,2,3,N/A,3,2,N/A,2,2,2,N/A,N/A,3,2,2,2,2,N/A,3,2,N/A,N/A,N/A,2,2,N/A,N/A,N/A,2,2,3,2,3,N/A,2,2,3,3,3,3,3,3,2,3,1,3,1,3,2,1,W0529,43.706451929,-79.478254085,306536.791,4840500.558
1123,4154304,2017,1950,2023,PRIVATE,05,York South-Weston,2417 KEELE ST,3,12,2023-09-08,79,79,0,38,3,2,3,3,3,2,N/A,2,2,2,N/A,N/A,2,3,2,2,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,2,N/A,2,2,3,3,3,3,3,3,2,2,1,2,1,2,0,2,W0523,43.7099657266,-79.4779872702,306558.457,4840889.976
1124,4154305,2017,1954,2023,PRIVATE,05,York South-Weston,2419 KEELE ST,3,12,2023-08-11,92,92,0,36,3,3,3,N/A,N/A,2,N/A,3,3,3,N/A,3,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,2,3,3,1,1,1,3,3,W0523,43.7102443852,-79.4780441622,306553.864,4840920.932
1125,4154353,2017,1958,2023,PRIVATE,05,York South-Weston,2420 KEELE ST,3,11,2023-06-22,89,89,0,37,3,3,N/A,N/A,N/A,3,N/A,3,3,3,N/A,2,3,3,2,3,2,N/A,3,2,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,2,2,3,3,2,3,3,3,2,3,3,3,3,1,3,3,W0526,43.7102484483,-79.4788199831,306491.343,4840921.369
1126,4154352,2017,1950,2023,PRIVATE,05,York South-Weston,2422 KEELE ST,3,10,2023-10-06,82,82,0,37,3,2,3,N/A,3,3,N/A,2,2,2,N/A,N/A,3,1,3,3,2,N/A,2,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,2,3,3,3,1,0,0,0,3,0,3,2,W0526,43.7104582053,-79.4787969775,306489.91,4840962.965
